full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Jon Gorenc Stankovič,25,821577600,1996/01/14,UEFA Nations League,2020/2021,Defender,Slovenia,0,0,0,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jón Guðni Fjóluson,32,608169600,1989/04/10,UEFA Nations League,2020/2021,Defender,Iceland,90,0,90,Iceland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,5,18,90,0,0,0,-1,-1,-1,13
Jon McLaughlin,34,558144000,1987/09/09,UEFA Nations League,2020/2021,Goalkeeper,Scotland,0,0,0,Scotland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jonas Hofmann,29,711072000,1992/07/14,UEFA Nations League,2020/2021,Midfielder,Germany,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jonas Lössl,32,602294400,1989/02/01,UEFA Nations League,2020/2021,Goalkeeper,Denmark,0,0,0,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jonas Older Wind,22,918345600,1999/02/07,UEFA Nations League,2020/2021,Midfielder,Denmark,88,0,88,Denmark,2,1,1,1,0,1,0,0,0,0,0,0,0,0,4,0,4,0,0,1.02,0,1.02,0,1.02,88,4.09,22,44,0,0,0,-1,-1,-1,2
Jonas Omlin,27,758160000,1994/01/10,UEFA Nations League,2020/2021,Goalkeeper,Switzerland,0,0,0,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jonas Svensson,28,731376000,1993/03/06,UEFA Nations League,2020/2021,Defender,Norway,21,11,10,Norway,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,-1,-1,-1,35
Jonathan Tah,25,823996800,1996/02/11,UEFA Nations League,2020/2021,Defender,Germany,72,0,72,Germany,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,3.75,24,36,72,0,1.25,-1,-1,-1,17
Jonathan Williams,28,750124800,1993/10/09,UEFA Nations League,2020/2021,Midfielder,Wales,92,14,78,Wales,3,1,2,1,0,1,1,1,0,0,0,3,1,2,0,0,0,1,0,1.96,0.98,0.98,0,1.15,92,0,0,31,92,92,0.98,-1,-1,-1,3
Joni Kauko,31,647740800,1990/07/12,UEFA Nations League,2020/2021,Midfielder,Finland,75,75,0,Finland,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,-1,-1,-1,21
Jonny Evans,33,568166400,1988/01/03,UEFA Nations League,2020/2021,Defender,Northern Ireland,226,180,46,Northern Ireland,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.8,113,75,0,0,0,-1,-1,-1,9
Joona Toivio,33,573955200,1988/03/10,UEFA Nations League,2020/2021,Defender,Finland,360,180,180,Finland,4,2,2,0,0,0,0,0,0,0,0,2,2,0,4,0,4,0,0,0,0,0,0,0,0,1,90,90,0,0,0,201,227,115,8
Joonas Tamm,29,696988800,1992/02/02,UEFA Nations League,2020/2021,Defender,Estonia,270,90,180,Estonia,3,1,2,0,0,0,0,0,0,0,0,1,0,1,3,1,2,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,28
Jordan Henderson,31,645580800,1990/06/17,UEFA Nations League,2020/2021,Midfielder,England,126,80,46,England,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,2.14,42,42,126,0,0.71,-1,-1,-1,11
Jordan Jones,27,782956800,1994/10/24,UEFA Nations League,2020/2021,Forward,Northern Ireland,90,90,0,England,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,8
Jordan Larsson,24,866764800,1997/06/20,UEFA Nations League,2020/2021,Forward,Sweden,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jordan Lotomba,23,907027200,1998/09/29,UEFA Nations League,2020/2021,Midfielder,Switzerland,0,0,0,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jordan Pickford,27,762998400,1994/03/07,UEFA Nations League,2020/2021,Goalkeeper,England,540,270,270,England,6,3,3,0,0,0,0,0,0,0,0,3,1,2,4,2,2,0,0,0,0,0,0,0,0,0.67,135,90,0,0,0,211,131,65,6
Jordan Thompson,24,852249600,1997/01/03,UEFA Nations League,2020/2021,Midfielder,Northern Ireland,192,107,85,Northern Ireland,3,2,1,0,0,0,0,0,0,0,0,0,0,0,6,5,1,1,0,0,0,0,0,0,0,2.81,32,64,192,0,0.47,-1,-1,-1,15
Jordan Veretout,28,730944000,1993/03/01,UEFA Nations League,2020/2021,Midfielder,France,0,0,0,France,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jordi Aláez,23,885513600,1998/01/23,UEFA Nations League,2020/2021,Midfielder,Andorra,312,134,178,Andorra,6,3,3,0,0,0,0,0,0,0,0,2,1,1,6,2,4,0,0,0,0,0,0,0,0,1.73,52,52,0,0,0,336,342,-1,3
Jordi Rubio Gómez,34,562723200,1987/11/01,UEFA Nations League,2020/2021,Defender,Andorra,175,156,19,Andorra,3,2,1,0,0,0,0,0,0,0,0,1,1,0,3,3,0,1,0,0,0,0,0,0,0,1.54,58,58,175,0,0.51,-1,-1,-1,7
Jörg Siebenhandl,31,632620800,1990/01/18,UEFA Nations League,2020/2021,Goalkeeper,Austria,0,0,0,Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jorginho,29,693187200,1991/12/20,UEFA Nations League,2020/2021,Midfielder,Italy,534,264,270,Italy,7,4,3,1,1,0,0,0,0,1,0,4,1,3,4,4,0,0,0,0.17,0,0.17,0.34,0,534,0.67,134,76,0,0,0,130,473,-1,6
Joris Kayembe Ditu,27,776304000,1994/08/08,UEFA Nations League,2020/2021,Midfielder,Belgium,0,0,0,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jose Antonio Gómes Moreira,35,502416000,1985/12/03,UEFA Nations League,2020/2021,Goalkeeper,Andorra,540,270,270,Andorra,6,3,3,0,0,0,0,0,0,0,0,2,1,1,9,5,4,0,0,0,0,0,0,0,0,1.5,60,90,0,0,0,353,349,166,2
Jose Campana,28,738806400,1993/05/31,UEFA Nations League,2020/2021,Midfielder,Spain,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
José Carlos Gonçalves Rodrigues,33,588988800,1988/08/31,UEFA Nations League,2020/2021,Midfielder,Greece,489,219,270,Greece,6,3,3,0,0,0,0,0,0,0,0,5,3,2,1,0,1,0,0,0,0,0,0,0,0,0.18,489,82,0,0,0,365,363,-1,25
Jose Fonte,37,440899200,1983/12/22,UEFA Nations League,2020/2021,Defender,Portugal,90,90,0,Portugal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,15
José Luis Gayà,26,801360000,1995/05/25,UEFA Nations League,2020/2021,Defender,Spain,270,180,90,Spain,3,2,1,1,0,1,2,2,0,0,0,2,2,0,1,0,1,0,0,1,0.67,0.33,0,1,270,0.33,270,90,0,135,0,-1,-1,-1,5
Joseff Morrell,24,852249600,1997/01/03,UEFA Nations League,2020/2021,Midfielder,Wales,450,270,180,Wales,5,3,2,0,0,0,1,1,0,0,0,4,2,2,1,1,0,3,0,0.2,0.2,0,0,0,0,0.2,450,90,150,450,0.6,358,85,-1,22
Joseph Essien Mbong,24,868924800,1997/07/15,UEFA Nations League,2020/2021,Forward,Malta,540,270,270,Malta,6,3,3,0,0,0,1,1,0,0,0,2,0,2,5,3,2,1,0,0.17,0.17,0,0,0,0,0.83,108,90,540,540,0.17,375,103,-1,18
Josh Cullen,25,828835200,1996/04/07,UEFA Nations League,2020/2021,Midfielder,Republic of Ireland,23,23,0,Republic of Ireland,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,-1,-1,-1,10
Josh Magennis,31,650678400,1990/08/15,UEFA Nations League,2020/2021,Forward,Northern Ireland,243,86,157,Northern Ireland,5,2,3,1,0,1,0,0,0,0,0,0,0,0,4,0,4,2,1,0.37,0,0.37,0,0.57,243,1.48,61,49,122,0,0.74,-1,-1,-1,3
Josh Sheehan,26,796521600,1995/03/30,UEFA Nations League,2020/2021,Midfielder,Wales,0,0,0,Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Joshua Kimmich,26,792201600,1995/02/08,UEFA Nations League,2020/2021,Midfielder,Germany,180,90,90,Germany,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,10
Joshua King,29,695433600,1992/01/15,UEFA Nations League,2020/2021,Forward,Norway,159,140,19,Norway,4,3,1,0,0,0,0,0,0,0,0,2,2,0,2,2,0,1,0,0,0,0,0,0,0,1.13,80,40,159,0,0.57,-1,-1,-1,30
Josip Brekalo,23,898560000,1998/06/23,UEFA Nations League,2020/2021,Midfielder,Croatia,326,144,182,Croatia,6,3,3,1,0,1,2,2,0,0,0,0,0,0,8,2,6,1,0,0.83,0.55,0.28,0,0.49,326,2.21,41,54,326,163,0.28,69,8,-1,5
Josip Čorluka,26,794188800,1995/03/03,UEFA Nations League,2020/2021,Midfielder,Bosnia-Herzegovina,90,90,0,Bosnia and Herzegovina,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,35
Josip Iličić,33,570412800,1988/01/29,UEFA Nations League,2020/2021,Midfielder,Slovenia,180,90,90,Slovenia,2,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0.5,0,0.5,1,0,180,0.5,180,90,180,0,0.5,-1,-1,-1,2
Josip Juranović,26,808531200,1995/08/16,UEFA Nations League,2020/2021,Midfielder,Croatia,139,90,49,Croatia,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1.94,46,70,0,0,0,-1,-1,-1,26
Juan Carlos Corbalan,24,858211200,1997/03/13,UEFA Nations League,2020/2021,Midfielder,Malta,0,0,0,Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jude Bellingham,18,1056844800,2003/06/29,UEFA Nations League,2020/2021,Midfielder,England,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Juha Pirinen,30,688089600,1991/10/22,UEFA Nations League,2020/2021,Defender,Finland,0,0,0,Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Juhani Ojala,32,614217600,1989/06/19,UEFA Nations League,2020/2021,Defender,Finland,180,90,90,Finland,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.5,180,90,0,0,0,-1,-1,-1,16
Jukka Raitala,33,590284800,1988/09/15,UEFA Nations League,2020/2021,Defender,Finland,94,94,0,Finland,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,-1,-1,-1,10
Jules Koundé,23,910828800,1998/11/12,UEFA Nations League,2020/2021,Defender,France,180,0,180,France,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,1.5,60,90,180,0,0.5,-1,-1,-1,16
Julian Baumgartlinger,33,568080000,1988/01/02,UEFA Nations League,2020/2021,Midfielder,Austria,399,228,171,Austria,6,3,3,0,0,0,0,0,0,0,0,2,0,2,4,4,0,0,0,0,0,0,0,0,0,0.9,100,67,0,0,0,399,395,-1,16
Julian Brandt,25,830995200,1996/05/02,UEFA Nations League,2020/2021,Midfielder,Germany,58,14,44,Germany,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.55,58,29,0,0,0,-1,-1,-1,18
Julian Draxler,28,748483200,1993/09/20,UEFA Nations League,2020/2021,Midfielder,Germany,273,103,170,Germany,4,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0.66,137,68,273,0,0.33,292,288,-1,22
Julian Ryerson,24,879724800,1997/11/17,UEFA Nations League,2020/2021,Defender,Norway,81,0,81,Norway,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81,81,0,1.11,-1,-1,-1,9
Juraj Kucka,34,541296000,1987/02/26,UEFA Nations League,2020/2021,Midfielder,Slovakia,336,151,185,Slovakia,5,2,3,0,0,0,0,0,0,0,0,1,1,0,5,3,2,3,0,0,0,0,0,0,0,1.34,67,67,112,0,0.8,412,419,-1,29
Jure Balkovec,27,779068800,1994/09/09,UEFA Nations League,2020/2021,Defender,Slovenia,540,270,270,Slovenia,6,3,3,0,0,0,0,0,0,0,0,5,2,3,1,1,0,1,0,0,0,0,0,0,0,0.17,540,90,540,0,0.17,370,367,10,23
Jurgen Degabriele,25,844905600,1996/10/10,UEFA Nations League,2020/2021,Forward,Malta,386,233,153,Malta,6,3,3,2,1,1,0,0,0,0,0,2,0,2,4,3,1,0,0,0.47,0,0.47,0.39,0.59,193,0.93,97,64,0,0,0,36,372,-1,1
Jury Kendysh,31,644976000,1990/06/10,UEFA Nations League,2020/2021,Midfielder,Belarus,85,58,27,Belarus,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,-1,-1,-1,9
Justas Lasickas,24,876096000,1997/10/06,UEFA Nations League,2020/2021,Midfielder,Lithuania,377,270,107,Lithuania,5,3,2,0,0,0,1,1,0,0,0,2,1,1,6,4,2,2,0,0.24,0.24,0,0,0,0,1.43,63,75,189,377,0.48,443,63,-1,19
Justin Ospelt,22,936662400,1999/09/07,UEFA Nations League,2020/2021,Goalkeeper,Liechtenstein,0,0,0,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jørgen Skjelvik,30,678672000,1991/07/05,UEFA Nations League,2020/2021,Defender,Norway,90,0,90,Norway,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,8
Jørgen Strand Larsen,21,949795200,2000/02/06,UEFA Nations League,2020/2021,Forward,Norway,86,0,86,Norway,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,-1,-1,-1,15
Kaan Ayhan,27,784425600,1994/11/10,UEFA Nations League,2020/2021,Defender,Turkey,182,180,2,Turkey,3,2,1,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0.49,0.49,0,0,0,0,1.48,61,61,0,182,0,-1,-1,-1,19
Kai Havertz,22,929059200,1999/06/11,UEFA Nations League,2020/2021,Midfielder,Germany,77,77,0,Germany,2,1,1,1,1,0,1,1,0,0,0,0,0,0,3,3,0,0,0,2.34,1.17,1.17,1.17,0,77,3.51,26,39,0,77,0,-1,-1,-1,2
Kaj Leo í Bartalsstovu,30,677635200,1991/06/23,UEFA Nations League,2020/2021,Midfielder,Faroe Islands,0,0,0,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kalvin Phillips,26,817862400,1995/12/02,UEFA Nations League,2020/2021,Midfielder,England,190,114,76,England,3,2,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0.47,190,63,190,0,0.47,-1,-1,-1,18
Kamil Glik,33,570844800,1988/02/03,UEFA Nations League,2020/2021,Defender,Poland,540,270,270,Poland,6,3,3,1,0,1,0,0,0,0,0,2,2,0,6,2,4,1,0,0.17,0,0.17,0,0.33,540,1,90,90,540,0,0.17,131,434,113,3
Kamil Grosicki,33,581731200,1988/06/08,UEFA Nations League,2020/2021,Forward,Poland,252,109,143,Poland,6,3,3,1,0,1,1,0,1,0,0,2,2,0,4,2,2,0,0,0.71,0.36,0.36,0,0.63,252,1.43,63,42,0,252,0,-1,-1,-1,2
Kamil Jóźwiak,23,893203200,1998/04/22,UEFA Nations League,2020/2021,Midfielder,Poland,451,244,207,Poland,6,3,3,1,1,0,1,1,0,0,0,2,2,0,5,2,3,2,0,0.4,0.2,0.2,0.37,0,451,1,90,75,226,451,0.4,117,82,-1,5
Kamo Hovhannisyan,29,718243200,1992/10/05,UEFA Nations League,2020/2021,Midfielder,Armenia,351,171,180,Armenia,4,2,2,1,0,1,0,0,0,0,0,1,1,0,5,2,3,1,0,0.26,0,0.26,0,0.5,351,1.28,70,88,351,0,0.26,82,156,-1,3
Karen Muradyan,29,720576000,1992/11/01,UEFA Nations League,2020/2021,Midfielder,Armenia,33,20,13,Armenia,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,-1,-1,-1,12
Kári Árnason,39,403315200,1982/10/13,UEFA Nations League,2020/2021,Midfielder,Iceland,180,90,90,Iceland,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,0,0,0,0,0,0,0,2,45,90,180,0,0.5,-1,-1,-1,17
Karim Benzema,33,566870400,1987/12/19,UEFA Nations League,2020/2021,Forward,France,180,0,180,France,2,0,2,2,0,2,0,0,0,0,0,0,0,0,3,0,3,0,0,1,0,1,0,1,90,1.5,60,90,0,0,0,-1,-1,-1,3
Karim Onisiwo,29,700790400,1992/03/17,UEFA Nations League,2020/2021,Midfielder,Austria,116,30,86,Austria,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0.78,0,0.78,3,0,116,1.55,58,58,0,0,0,-1,-1,-1,7
Karl Jakob Hein,19,1018656000,2002/04/13,UEFA Nations League,2020/2021,Goalkeeper,Estonia,540,270,270,Estonia,6,3,3,0,0,0,0,0,0,0,0,1,0,1,9,5,4,0,0,0,0,0,0,0,0,1.5,60,90,0,0,0,149,143,165,3
Karl Johan Pechter,25,825724800,1996/03/02,UEFA Nations League,2020/2021,Goalkeeper,Estonia,0,0,0,Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Karl Micallef,25,842140800,1996/09/08,UEFA Nations League,2020/2021,Defender,Malta,90,90,0,Malta,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,9
Karl-Johan Johnsson,31,633484800,1990/01/28,UEFA Nations League,2020/2021,Goalkeeper,Sweden,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Karol Linetty,26,791683200,1995/02/02,UEFA Nations League,2020/2021,Midfielder,Poland,197,118,79,Poland,5,3,2,1,1,0,0,0,0,0,0,2,2,0,3,2,1,0,0,0.46,0,0.46,0.76,0,197,1.37,66,39,0,0,0,-1,-1,-1,4
Karol Mets,28,737510400,1993/05/16,UEFA Nations League,2020/2021,Defender,Estonia,270,90,180,Estonia,3,1,2,0,0,0,0,0,0,0,0,0,0,0,5,1,4,2,0,0,0,0,0,0,0,1.67,54,90,135,0,0.67,-1,-1,-1,27
Karolis Laukžemis,29,700272000,1992/03/11,UEFA Nations League,2020/2021,Forward,Lithuania,367,161,206,Lithuania,6,3,3,1,1,0,0,0,0,0,0,2,1,1,3,2,1,1,0,0.25,0,0.25,0.56,0,367,0.74,122,61,367,0,0.25,86,438,-1,4
Kaspars Dubra,30,661651200,1990/12/20,UEFA Nations League,2020/2021,Defender,Latvia,360,180,180,Latvia,4,2,2,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0.5,180,90,0,0,0,409,433,31,17
Kaspars Ikstens,33,581472000,1988/06/05,UEFA Nations League,2020/2021,Goalkeeper,Latvia,0,0,0,Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kasper Dolberg,24,876096000,1997/10/06,UEFA Nations League,2020/2021,Forward,Denmark,275,159,116,Denmark,4,2,2,0,0,0,0,0,0,0,0,3,1,2,2,2,0,0,0,0,0,0,0,0,0,0.65,138,69,0,0,0,233,273,-1,18
Kasper Schmeichel,35,531532800,1986/11/05,UEFA Nations League,2020/2021,Goalkeeper,Denmark,496,226,270,Denmark,6,3,3,0,0,0,0,0,0,0,0,3,1,2,6,2,4,0,0,0,0,0,0,0,0,1.09,83,83,0,0,0,243,253,127,4
Kastriot Dermaku,29,695433600,1992/01/15,UEFA Nations League,2020/2021,Defender,Albania,360,90,270,Albania,4,1,3,0,0,0,0,0,0,0,0,3,0,3,1,1,0,1,0,0,0,0,0,0,0,0.25,360,90,360,0,0.25,386,133,19,27
Keidi Bare,24,872726400,1997/08/28,UEFA Nations League,2020/2021,Midfielder,Albania,270,0,270,Albania,3,0,3,1,0,1,0,0,0,0,0,3,0,3,0,0,0,1,0,0.33,0,0.33,0,0.33,270,0,0,90,270,0,0.33,-1,-1,-1,3
Ken Kallaste,33,588988800,1988/08/31,UEFA Nations League,2020/2021,Defender,Estonia,30,0,30,Estonia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,-1,-1,-1,15
Ken Sema,28,749347200,1993/09/30,UEFA Nations League,2020/2021,Midfielder,Sweden,2,2,0,Sweden,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,16
Kenan Bajrič,26,787881600,1994/12/20,UEFA Nations League,2020/2021,Midfielder,Slovenia,0,0,0,Slovenia,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kenan Karaman,27,762825600,1994/03/05,UEFA Nations League,2020/2021,Forward,Turkey,455,194,261,Turkey,6,3,3,2,1,1,1,1,0,0,0,1,0,1,7,5,2,0,0,0.59,0.2,0.4,0.46,0.34,228,1.38,65,76,0,455,0,42,86,-1,1
Kenan Pirić,27,773539200,1994/07/07,UEFA Nations League,2020/2021,Goalkeeper,Bosnia-Herzegovina,90,90,0,Bosnia and Herzegovina,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,13
Kenneth Chipolina,25,820281600,1995/12/30,UEFA Nations League,2020/2021,Defender,Gibraltar,0,0,0,Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kenny Mclean,29,694828800,1992/01/08,UEFA Nations League,2020/2021,Midfielder,Scotland,298,110,188,Scotland,5,2,3,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0.6,149,60,0,0,0,432,426,-1,18
Kenny Tete,26,813196800,1995/10/09,UEFA Nations League,2020/2021,Defender,Netherlands,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kepa Arrizabalaga,27,781142400,1994/10/03,UEFA Nations League,2020/2021,Goalkeeper,Spain,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kevin De Bruyne,30,678067200,1991/06/28,UEFA Nations League,2020/2021,Midfielder,Belgium,454,350,104,Belgium,6,4,2,1,1,0,6,5,1,0,0,1,1,0,8,5,3,0,0,1.39,1.19,0.2,0.26,0,454,1.59,57,76,0,76,0,119,1,-1,5
Kevin Lasagna,29,713404800,1992/08/10,UEFA Nations League,2020/2021,Forward,Italy,8,0,8,Italy,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,17
Kevin Long,31,650937600,1990/08/18,UEFA Nations League,2020/2021,Defender,Republic of Ireland,205,115,90,Republic of Ireland,3,2,1,0,0,0,0,0,0,0,0,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0.44,205,68,205,0,0.44,-1,-1,-1,13
Kevin Malget,30,663897600,1991/01/15,UEFA Nations League,2020/2021,Defender,Luxembourg,0,0,0,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kevin Mbabu,26,798249600,1995/04/19,UEFA Nations League,2020/2021,Defender,Switzerland,90,0,90,Switzerland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,24
Kevin Strootman,31,634867200,1990/02/13,UEFA Nations League,2020/2021,Midfielder,Netherlands,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kevin Trapp,31,647395200,1990/07/08,UEFA Nations League,2020/2021,Goalkeeper,Germany,90,90,0,Germany,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,16
